TIME CONSTANT OF THERMOCOUPLE/ THERMOMETER (Mode Low to High),,,
Time,Temperature,,Time (in seconds)
15:30:36,51,55836,88
15:30:37,51,55837,89
15:30:37,51,55837,89
15:30:37,51,55837,89
15:30:37,51,55837,89
15:30:38,51,55838,90
15:30:38,51,55838,90
15:30:38,51,55838,90
15:30:38,51,55838,90
15:30:39,50,55839,91
15:30:39,50,55839,91
15:30:39,50,55839,91
15:30:40,50,55840,92
15:30:40,50,55840,92
15:30:40,50,55840,92
15:30:40,50,55840,92
15:30:41,50,55841,93
15:30:41,50,55841,93
15:30:41,50,55841,93
15:30:41,50,55841,93
15:30:42,50,55842,94
15:30:42,49,55842,94
15:30:42,49,55842,94
15:30:42,49,55842,94
15:30:43,49,55843,95
15:30:43,49,55843,95
15:30:43,49,55843,95
15:30:43,49,55843,95
15:30:44,49,55844,96
15:30:44,49,55844,96
15:30:44,49,55844,96
15:30:44,49,55844,96
15:30:45,49,55845,97
15:30:45,49,55845,97
15:30:45,49,55845,97
15:30:46,48,55846,98
15:30:46,48,55846,98
15:30:46,48,55846,98
15:30:46,48,55846,98
15:30:47,48,55847,99
15:30:47,48,55847,99
15:30:47,48,55847,99
15:30:47,48,55847,99
15:30:48,48,55848,100
15:30:48,48,55848,100
15:30:48,48,55848,100
15:30:48,48,55848,100
15:30:49,48,55849,101
15:30:49,48,55849,101
15:30:49,48,55849,101
15:30:49,48,55849,101
15:30:50,48,55850,102
15:30:50,48,55850,102
15:30:50,48,55850,102
15:30:50,48,55850,102
15:30:51,48,55851,103
15:30:51,47,55851,103
15:30:51,47,55851,103
15:30:52,47,55852,104
15:30:52,47,55852,104
15:30:52,47,55852,104
15:30:52,47,55852,104
15:30:53,47,55853,105
15:30:53,47,55853,105
15:30:53,47,55853,105
15:30:53,47,55853,105
15:30:54,47,55854,106
15:30:54,47,55854,106
15:30:54,47,55854,106
15:30:54,47,55854,106
15:30:55,47,55855,107
15:30:55,47,55855,107
15:30:55,47,55855,107
15:30:55,46,55855,107
15:30:56,46,55856,108
15:30:56,46,55856,108
15:30:56,46,55856,108
15:30:56,46,55856,108
15:30:57,46,55857,109
15:30:57,46,55857,109
15:30:57,46,55857,109
15:30:57,46,55857,109
15:30:58,46,55858,110
15:30:58,46,55858,110
15:30:58,46,55858,110
15:30:58,46,55858,110
15:30:59,46,55859,111
15:30:59,46,55859,111
15:30:59,46,55859,111
15:31:00,46,55860,112
15:31:00,46,55860,112
15:31:00,45,55860,112
15:31:00,45,55860,112
15:31:01,45,55861,113
15:31:01,45,55861,113
15:31:01,45,55861,113
15:31:01,45,55861,113
15:31:02,45,55862,114
15:31:02,45,55862,114
15:31:02,45,55862,114
15:31:02,45,55862,114
15:31:03,45,55863,115
15:31:03,45,55863,115
15:31:03,45,55863,115
15:31:03,45,55863,115
15:31:04,45,55864,116
15:31:04,45,55864,116
15:31:04,45,55864,116
15:31:04,45,55864,116
15:31:05,45,55865,117
15:31:05,45,55865,117
15:31:05,45,55865,117
15:31:05,45,55865,117
15:31:06,45,55866,118
15:31:06,45,55866,118
15:31:06,45,55866,118
15:31:07,44,55867,119
15:31:07,44,55867,119
15:31:07,44,55867,119
15:31:07,44,55867,119
15:31:08,44,55868,120
15:31:08,44,55868,120
15:31:08,44,55868,120
15:31:08,44,55868,120
15:31:09,44,55869,121
15:31:09,44,55869,121
15:31:09,44,55869,121
15:31:09,44,55869,121
15:31:10,44,55870,122
15:31:10,44,55870,122
15:31:10,44,55870,122
15:31:10,44,55870,122
15:31:11,44,55871,123
15:31:11,44,55871,123
15:31:11,44,55871,123
15:31:11,44,55871,123
15:31:12,44,55872,124
15:31:12,43,55872,124
15:31:12,43,55872,124
15:31:12,43,55872,124
15:31:13,43,55873,125
15:31:13,43,55873,125
15:31:13,43,55873,125
15:31:13,43,55873,125
15:31:14,43,55874,126
15:31:14,43,55874,126
15:31:14,43,55874,126
15:31:14,43,55874,126
15:31:15,43,55875,127
15:31:15,43,55875,127
15:31:15,43,55875,127
15:31:16,43,55876,128
15:31:16,43,55876,128
15:31:16,43,55876,128
15:31:16,43,55876,128
15:31:17,43,55877,129
15:31:17,43,55877,129
15:31:17,43,55877,129
15:31:17,43,55877,129
15:31:18,43,55878,130
15:31:18,43,55878,130
15:31:18,43,55878,130
15:31:18,42,55878,130
15:31:19,42,55879,131
15:31:19,42,55879,131
15:31:19,42,55879,131
15:31:19,42,55879,131
15:31:20,42,55880,132
15:31:20,42,55880,132
15:31:20,42,55880,132
15:31:20,42,55880,132
15:31:21,42,55881,133
15:31:21,42,55881,133
15:31:21,42,55881,133
15:31:22,42,55882,134
15:31:22,42,55882,134
15:31:22,42,55882,134
15:31:22,42,55882,134
15:31:23,42,55883,135
15:31:23,42,55883,135
15:31:23,42,55883,135
15:31:23,42,55883,135
15:31:24,42,55884,136
15:31:24,42,55884,136
15:31:24,42,55884,136
15:31:24,42,55884,136
15:31:25,42,55885,137
15:31:25,42,55885,137
15:31:25,42,55885,137
15:31:25,42,55885,137
15:31:26,42,55886,138
15:31:26,42,55886,138
15:31:26,42,55886,138
15:31:26,42,55886,138
15:31:27,42,55887,139
15:31:27,41,55887,139
15:31:27,41,55887,139
15:31:28,41,55888,140
15:31:28,41,55888,140
15:31:28,41,55888,140
15:31:28,41,55888,140
15:31:29,41,55889,141
15:31:29,41,55889,141
15:31:29,41,55889,141
15:31:29,41,55889,141
15:31:30,41,55890,142
15:31:30,41,55890,142
15:31:30,41,55890,142
15:31:30,41,55890,142
15:31:31,41,55891,143
15:31:31,41,55891,143
15:31:31,41,55891,143
15:31:31,41,55891,143
15:31:32,41,55892,144
15:31:32,41,55892,144
15:31:32,41,55892,144
15:31:32,41,55892,144
15:31:33,41,55893,145
15:31:33,41,55893,145
15:31:33,41,55893,145
15:31:33,41,55893,145
15:31:34,41,55894,146
15:31:34,41,55894,146
15:31:34,41,55894,146
15:31:34,41,55894,146
15:31:35,41,55895,147
15:31:35,41,55895,147
15:31:35,41,55895,147
15:31:36,41,55896,148
15:31:36,41,55896,148
15:31:36,40,55896,148
15:31:36,40,55896,148
15:31:37,40,55897,149
15:31:37,40,55897,149
15:31:37,40,55897,149
15:31:37,40,55897,149
15:31:38,40,55898,150
15:31:38,40,55898,150
15:31:38,40,55898,150
15:31:38,40,55898,150
15:31:39,40,55899,151
15:31:39,40,55899,151
15:31:39,40,55899,151
15:31:39,40,55899,151
15:31:40,40,55900,152
15:31:40,40,55900,152
15:31:40,40,55900,152
15:31:40,40,55900,152
15:31:41,40,55901,153
15:31:41,40,55901,153
15:31:41,40,55901,153
15:31:41,40,55901,153
15:31:42,40,55902,154
15:31:42,40,55902,154
15:31:42,40,55902,154
15:31:42,40,55902,154
15:31:43,40,55903,155
15:31:43,40,55903,155
15:31:43,40,55903,155
15:31:43,40,55903,155
15:31:44,40,55904,156
15:31:44,40,55904,156
15:31:44,40,55904,156
15:31:45,40,55905,157
15:31:45,40,55905,157
15:31:45,40,55905,157
15:31:45,39,55905,157
15:31:46,39,55906,158
15:31:46,39,55906,158
15:31:46,39,55906,158
15:31:46,39,55906,158
15:31:47,39,55907,159
15:31:47,39,55907,159
15:31:47,39,55907,159
15:31:47,39,55907,159
15:31:48,39,55908,160
15:31:48,39,55908,160
15:31:48,39,55908,160
15:31:48,39,55908,160
15:31:49,39,55909,161
15:31:49,39,55909,161
15:31:49,39,55909,161
15:31:49,39,55909,161
15:31:50,39,55910,162
15:31:50,39,55910,162
15:31:50,39,55910,162
15:31:51,39,55911,163
15:31:51,39,55911,163
15:31:51,39,55911,163
15:31:51,39,55911,163
15:31:52,39,55912,164
15:31:52,39,55912,164
15:31:52,39,55912,164
15:31:52,39,55912,164
15:31:53,39,55913,165
15:31:53,39,55913,165
15:31:53,39,55913,165
15:31:53,39,55913,165
15:31:54,39,55914,166
15:31:54,39,55914,166
15:31:54,39,55914,166
15:31:54,39,55914,166
15:31:55,39,55915,167
15:31:55,39,55915,167
15:31:55,39,55915,167
15:31:55,39,55915,167
15:31:56,39,55916,168
15:31:56,39,55916,168
15:31:56,39,55916,168
15:31:56,39,55916,168
15:31:57,39,55917,169
15:31:57,39,55917,169
15:31:57,39,55917,169
15:31:58,39,55918,170
15:31:58,39,55918,170
15:31:58,39,55918,170
15:31:58,39,55918,170
15:31:59,38,55919,171
15:31:59,38,55919,171
15:31:59,38,55919,171
15:31:59,38,55919,171
15:32:00,38,55920,172
15:32:00,38,55920,172
15:32:00,38,55920,172
15:32:00,38,55920,172
15:32:01,38,55921,173
15:32:01,38,55921,173
15:32:01,38,55921,173
15:32:01,38,55921,173
15:32:02,38,55922,174
15:32:02,38,55922,174
15:32:02,38,55922,174
15:32:02,38,55922,174
15:32:03,38,55923,175
15:32:03,38,55923,175
15:32:03,38,55923,175
15:32:03,38,55923,175
15:32:04,38,55924,176
15:32:04,38,55924,176
15:32:04,38,55924,176
15:32:05,38,55925,177
15:32:05,38,55925,177
15:32:05,38,55925,177
15:32:05,38,55925,177
15:32:06,38,55926,178
15:32:06,38,55926,178
15:32:06,38,55926,178
15:32:06,38,55926,178
15:32:07,38,55927,179
15:32:07,38,55927,179
15:32:07,38,55927,179
15:32:07,38,55927,179
15:32:08,38,55928,180
15:32:08,38,55928,180
15:32:08,38,55928,180
15:32:08,38,55928,180
15:32:09,38,55929,181
15:32:09,38,55929,181
15:32:09,38,55929,181
15:32:09,38,55929,181
15:32:10,38,55930,182
15:32:10,38,55930,182
15:32:10,38,55930,182
15:32:11,38,55931,183
15:32:11,38,55931,183
15:32:11,38,55931,183
15:32:11,38,55931,183
15:32:12,38,55932,184
15:32:12,38,55932,184
15:32:12,38,55932,184
15:32:12,38,55932,184
15:32:13,38,55933,185
15:32:13,38,55933,185
15:32:13,38,55933,185
15:32:13,38,55933,185
15:32:14,38,55934,186
15:32:14,38,55934,186
15:32:14,38,55934,186
15:32:14,38,55934,186
15:32:15,38,55935,187
15:32:15,38,55935,187
15:32:15,38,55935,187
15:32:15,38,55935,187
15:32:16,38,55936,188
15:32:16,38,55936,188
15:32:16,37,55936,188
15:32:16,37,55936,188
15:32:17,37,55937,189
15:32:17,37,55937,189
15:32:17,37,55937,189
15:32:17,37,55937,189
15:32:18,37,55938,190
15:32:18,37,55938,190
15:32:18,37,55938,190
15:32:18,37,55938,190
15:32:19,37,55939,191
15:32:19,37,55939,191
15:32:19,37,55939,191
15:32:20,37,55940,192
15:32:20,37,55940,192
15:32:20,37,55940,192
15:32:20,37,55940,192
15:32:21,37,55941,193
15:32:21,37,55941,193
15:32:21,37,55941,193
15:32:21,37,55941,193
15:32:22,37,55942,194
15:32:22,37,55942,194
15:32:22,37,55942,194
15:32:22,37,55942,194
15:32:23,37,55943,195
15:32:23,37,55943,195
15:32:23,37,55943,195
15:32:23,37,55943,195
15:32:24,37,55944,196
15:32:24,37,55944,196
15:32:24,37,55944,196
15:32:24,37,55944,196
15:32:25,37,55945,197
15:32:25,37,55945,197
15:32:25,37,55945,197
15:32:25,37,55945,197
15:32:26,37,55946,198
15:32:26,37,55946,198
15:32:26,37,55946,198
15:32:26,37,55946,198
15:32:27,37,55947,199
15:32:27,37,55947,199
15:32:27,37,55947,199
15:32:28,37,55948,200
15:32:28,37,55948,200
15:32:28,37,55948,200
15:32:28,37,55948,200
15:32:29,37,55949,201
15:32:29,37,55949,201
15:32:29,37,55949,201
15:32:29,37,55949,201
15:32:30,37,55950,202
15:32:30,37,55950,202
15:32:30,37,55950,202
15:32:30,37,55950,202
15:32:31,37,55951,203
15:32:31,37,55951,203
15:32:31,37,55951,203
15:32:31,37,55951,203
15:32:32,37,55952,204
15:32:32,37,55952,204
15:32:32,37,55952,204
15:32:32,37,55952,204
15:32:33,37,55953,205
15:32:33,37,55953,205
15:32:33,37,55953,205
15:32:33,37,55953,205
15:32:34,37,55954,206
15:32:34,37,55954,206
15:32:34,37,55954,206
15:32:35,37,55955,207
15:32:35,37,55955,207
15:32:35,37,55955,207
15:32:35,37,55955,207
15:32:36,37,55956,208
15:32:36,37,55956,208
15:32:36,37,55956,208
15:32:36,37,55956,208
15:32:37,37,55957,209
15:32:37,37,55957,209
15:32:37,37,55957,209
15:32:37,37,55957,209
15:32:38,37,55958,210
15:32:38,37,55958,210
15:32:38,37,55958,210
15:32:38,37,55958,210
15:32:39,37,55959,211
15:32:39,37,55959,211
15:32:39,37,55959,211
15:32:39,37,55959,211
15:32:40,37,55960,212
15:32:40,37,55960,212
15:32:40,37,55960,212
15:32:41,37,55961,213
15:32:41,37,55961,213
15:32:41,37,55961,213
15:32:41,37,55961,213
15:32:42,37,55962,214
15:32:42,37,55962,214
15:32:42,37,55962,214
15:32:42,37,55962,214
15:32:43,37,55963,215
15:32:43,37,55963,215
15:32:43,37,55963,215
15:32:43,37,55963,215
15:32:44,37,55964,216
15:32:44,37,55964,216
15:32:44,37,55964,216
15:32:44,37,55964,216
15:32:45,37,55965,217
15:32:45,37,55965,217
15:32:45,37,55965,217
15:32:45,36,55965,217
15:32:46,36,55966,218
15:32:46,36,55966,218
15:32:46,36,55966,218
15:32:46,36,55966,218
15:32:47,36,55967,219
15:32:47,36,55967,219
15:32:47,36,55967,219
15:32:48,36,55968,220
15:32:48,36,55968,220
15:32:48,36,55968,220
15:32:48,36,55968,220
15:32:49,36,55969,221
15:32:49,36,55969,221
15:32:49,36,55969,221
15:32:49,36,55969,221
15:32:50,36,55970,222
15:32:50,36,55970,222
15:32:50,36,55970,222
15:32:50,36,55970,222
15:32:51,36,55971,223
15:32:51,36,55971,223
15:32:51,36,55971,223
15:32:51,36,55971,223
15:32:52,36,55972,224
15:32:52,36,55972,224
15:32:52,36,55972,224
15:32:52,36,55972,224
15:32:53,36,55973,225
15:32:53,36,55973,225
15:32:53,36,55973,225
15:32:53,36,55973,225
15:32:54,36,55974,226
15:32:54,36,55974,226
15:32:54,36,55974,226
15:32:55,36,55975,227
15:32:55,36,55975,227
15:32:55,36,55975,227
15:32:55,36,55975,227
15:32:56,36,55976,228
15:32:56,36,55976,228
15:32:56,36,55976,228
15:32:56,36,55976,228
15:32:57,36,55977,229
15:32:57,36,55977,229
15:32:57,36,55977,229
15:32:57,36,55977,229
15:32:58,36,55978,230
15:32:58,36,55978,230
15:32:58,36,55978,230
15:32:58,36,55978,230
15:32:59,36,55979,231
15:32:59,36,55979,231
15:32:59,36,55979,231
15:32:59,36,55979,231
15:33:00,36,55980,232
15:33:00,36,55980,232
15:33:00,36,55980,232
15:33:00,36,55980,232
15:33:01,36,55981,233
15:33:01,36,55981,233
15:33:01,36,55981,233
15:33:01,36,55981,233
15:33:02,36,55982,234
15:33:02,36,55982,234
15:33:02,36,55982,234
15:33:03,36,55983,235
15:33:03,36,55983,235
15:33:03,36,55983,235
15:33:03,36,55983,235
15:33:04,36,55984,236
15:33:04,36,55984,236
15:33:04,36,55984,236
15:33:04,36,55984,236
15:33:05,36,55985,237
15:33:05,36,55985,237
15:33:05,36,55985,237
15:33:05,36,55985,237
15:33:06,36,55986,238
15:33:06,36,55986,238
15:33:06,36,55986,238
15:33:06,36,55986,238
15:33:07,36,55987,239
15:33:07,36,55987,239
15:33:07,36,55987,239
15:33:07,36,55987,239
15:33:08,36,55988,240
15:33:08,36,55988,240
15:33:08,36,55988,240
15:33:08,36,55988,240
15:33:09,36,55989,241
15:33:09,36,55989,241
15:33:09,36,55989,241
15:33:10,36,55990,242
15:33:10,36,55990,242
15:33:10,36,55990,242
15:33:10,36,55990,242
15:33:11,36,55991,243
15:33:11,36,55991,243
15:33:11,36,55991,243
15:33:11,36,55991,243
15:33:12,36,55992,244
15:33:12,36,55992,244
15:33:12,36,55992,244
15:33:12,36,55992,244
15:33:13,36,55993,245
15:33:13,36,55993,245
15:33:13,36,55993,245
15:33:13,36,55993,245
15:33:14,36,55994,246
15:33:14,36,55994,246
15:33:14,36,55994,246
15:33:14,36,55994,246
15:33:15,36,55995,247
15:33:15,36,55995,247
15:33:15,36,55995,247
15:33:15,36,55995,247
15:33:16,36,55996,248
15:33:16,36,55996,248
15:33:16,36,55996,248
15:33:17,36,55997,249
15:33:17,36,55997,249
15:33:17,36,55997,249
15:33:17,36,55997,249
15:33:18,36,55998,250
15:33:18,36,55998,250
15:33:18,36,55998,250
15:33:18,36,55998,250
15:33:19,36,55999,251
15:33:19,36,55999,251
15:33:19,36,55999,251
15:33:19,36,55999,251
15:33:20,36,56000,252
15:33:20,36,56000,252
15:33:20,36,56000,252
15:33:20,36,56000,252
15:33:21,36,56001,253
15:33:21,36,56001,253
15:33:21,36,56001,253
15:33:21,36,56001,253
15:33:22,36,56002,254
15:33:22,36,56002,254
15:33:22,36,56002,254
15:33:22,36,56002,254
15:33:23,36,56003,255
15:33:23,36,56003,255
15:33:23,36,56003,255
15:33:24,36,56004,256
15:33:24,36,56004,256
15:33:24,36,56004,256
15:33:24,36,56004,256
15:33:25,35,56005,257
15:33:25,35,56005,257
15:33:25,35,56005,257
15:33:25,35,56005,257
15:33:26,35,56006,258
15:33:26,35,56006,258
15:33:26,35,56006,258
15:33:26,35,56006,258
15:33:27,35,56007,259
15:33:27,35,56007,259
15:33:27,35,56007,259
15:33:27,35,56007,259
15:33:28,35,56008,260
15:33:28,35,56008,260
15:33:28,35,56008,260
15:33:28,35,56008,260
15:33:29,35,56009,261
15:33:29,35,56009,261
15:33:29,35,56009,261
15:33:29,35,56009,261
15:33:30,35,56010,262
15:33:30,35,56010,262
15:33:30,35,56010,262
15:33:30,35,56010,262
15:33:31,35,56011,263
15:33:31,35,56011,263
15:33:31,35,56011,263
15:33:32,35,56012,264
15:33:32,35,56012,264
15:33:32,35,56012,264
15:33:32,35,56012,264
15:33:33,35,56013,265
15:33:33,35,56013,265
15:33:33,35,56013,265
15:33:33,35,56013,265
15:33:34,35,56014,266
15:33:34,35,56014,266
15:33:34,35,56014,266
15:33:34,35,56014,266
15:33:35,35,56015,267
15:33:35,35,56015,267
15:33:35,35,56015,267
15:33:35,35,56015,267
15:33:36,35,56016,268
15:33:36,35,56016,268
15:33:36,35,56016,268
15:33:36,35,56016,268
15:33:37,35,56017,269
15:33:37,35,56017,269
15:33:37,35,56017,269
15:33:38,35,56018,270
15:33:38,35,56018,270
15:33:38,35,56018,270
15:33:38,35,56018,270
15:33:39,35,56019,271
15:33:39,35,56019,271
15:33:39,35,56019,271
15:33:39,35,56019,271
15:33:40,35,56020,272
15:33:40,35,56020,272
15:33:40,35,56020,272
15:33:40,35,56020,272
15:33:41,35,56021,273
15:33:41,35,56021,273
15:33:41,35,56021,273
15:33:41,35,56021,273
15:33:42,35,56022,274
15:33:42,35,56022,274
15:33:42,35,56022,274
15:33:42,35,56022,274
15:33:43,35,56023,275
15:33:43,35,56023,275
15:33:43,35,56023,275
15:33:43,35,56023,275
15:33:44,35,56024,276
15:33:44,35,56024,276
15:33:44,35,56024,276
